Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option2 Name,Option2 Value,Option3 Name,Option3 Value,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Status
be-you-creatively-journal,Be-You-Creatively Self-Care Discovery Journal,<p>A guided discovery journal that helps you reconnect with who you are through creativity and self-care.</p>,Dreamland,,Handmade Physical Product,"dreamland, journal, self-care, Dreamland / Manifestation Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,BEYOUCREATIVEL-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Be-You-Creatively Self-Care Discovery Journal | Color Create Studio,,draft
be-you-creatively-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,BEYOUCREATIVEL-02,350,,,continue,manual,30.00,,TRUE,TRUE,,,,,FALSE,,,draft
be-you-creatively-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,BEYOUCREATIVEL-03,450,,,continue,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-golden-loop-reflection-journal,The Golden Loop Reflection Journal,"<p>A reflection journal built on a simple golden loop - notice, reflect, grow - day after day.</p>",Dreamland,,Handmade Physical Product,"dreamland, journal, reflection, Dreamland / Manifestation Collection, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,THEGOLDENLOOPR-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,The Golden Loop Reflection Journal | Color Create Studio,,draft
the-golden-loop-reflection-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,THEGOLDENLOOPR-02,350,,,continue,manual,30.00,,TRUE,TRUE,,,,,FALSE,,,draft
the-golden-loop-reflection-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,THEGOLDENLOOPR-03,450,,,continue,manual,52.00,,TRUE,TRUE,,,,,FALSE,,,draft
dreamland-printable-pages,Dreamland Printable Pages,<p>A Dreamland printable to keep your manifestation practice flowing.</p>,Dreamland,,Digital Download,"dreamland, manifestation, printable, Dreamland / Manifestation Collection, Digital Download",FALSE,Type,Standard,,,,,DREAMLANDPRINT-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Dreamland Printable Pages | Color Create Studio,,draft
dreamland-affirmation-cards,Dreamland Affirmation Cards,<p>A Dreamland affirmation to keep your manifestation practice flowing.</p>,Dreamland,,Print + Ship Product,"dreamland, manifestation, affirmation, Dreamland / Manifestation Collection, Print + Ship Product",FALSE,Type,Standard,,,,,DREAMLANDAFFIR-01,120,,,continue,manual,18.00,,TRUE,TRUE,,,,,FALSE,Dreamland Affirmation Cards | Color Create Studio,,draft
dreamland-soft-life-bingo,Dreamland Soft Life Bingo Printable,<p>A Dreamland bingo to keep your manifestation practice flowing.</p>,Dreamland,,Digital Download,"dreamland, manifestation, bingo, Dreamland / Manifestation Collection, Digital Download",FALSE,Type,Standard,,,,,DREAMLANDSOFTL-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Dreamland Soft Life Bingo Printable | Color Create Studio,,draft
dreamland-self-care-worksheet-pack,Dreamland Self-Care Worksheet Pack,<p>A Dreamland worksheet to keep your manifestation practice flowing.</p>,Dreamland,,Digital Download,"dreamland, manifestation, worksheet, Dreamland / Manifestation Collection, Digital Download",FALSE,Type,Standard,,,,,DREAMLANDSELFC-01X,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Dreamland Self-Care Worksheet Pack | Color Create Studio,,draft
dreamland-manifestation-activity-pack,Dreamland Manifestation Activity Pack,<p>A Dreamland activity to keep your manifestation practice flowing.</p>,Dreamland,,Digital Download,"dreamland, manifestation, activity, Dreamland / Manifestation Collection, Digital Download",FALSE,Type,Standard,,,,,DREAMLANDMANIF-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Dreamland Manifestation Activity Pack | Color Create Studio,,draft
dreamland-sticker-sheet,Dreamland Sticker Sheet,<p>A Dreamland sticker to keep your manifestation practice flowing.</p>,Dreamland,,Print + Ship Product,"dreamland, manifestation, sticker, Dreamland / Manifestation Collection, Print + Ship Product",FALSE,Type,Standard,,,,,DREAMLANDSTICK-01,30,,,continue,manual,8.00,,TRUE,TRUE,,,,,FALSE,Dreamland Sticker Sheet | Color Create Studio,,draft
dreamland-gift-bundle,Dreamland Gift Bundle,"<p>The Dreamland gift bundle - a complete manifestation experience, beautifully boxed in value.</p>",Dreamland,,Bundle,"dreamland, bundle, gift, Dreamland / Manifestation Collection, Bundle",FALSE,Bundle,Full Set,,,,,DREAMLANDGIFTB-01,600,,,continue,manual,65.00,,TRUE,TRUE,,,,,FALSE,Dreamland Gift Bundle | Color Create Studio,,draft
dreamland-trilogy-bundle,Dreamland Trilogy Bundle,"<p>The Dreamland trilogy bundle - a complete manifestation experience, beautifully boxed in value.</p>",Dreamland,,Bundle,"dreamland, bundle, trilogy, Dreamland / Manifestation Collection, Bundle",FALSE,Bundle,Full Set,,,,,DREAMLANDTRILO-01,600,,,continue,manual,95.00,,TRUE,TRUE,,,,,FALSE,Dreamland Trilogy Bundle | Color Create Studio,,draft
dreamland-manifestation-bundle,Dreamland Manifestation Bundle,"<p>The Dreamland manifestation bundle - a complete manifestation experience, beautifully boxed in value.</p>",Dreamland,,Bundle,"dreamland, bundle, manifestation, Dreamland / Manifestation Collection, Bundle",FALSE,Bundle,Full Set,,,,,DREAMLANDMANIF-01X,600,,,continue,manual,75.00,,TRUE,TRUE,,,,,FALSE,Dreamland Manifestation Bundle | Color Create Studio,,draft
she-is-me-i-am-her-journal,"She Is Me, I Am Her Journal","<p>A guided identity journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, identity, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,SHEISMEIAMHERJ-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,"She Is Me, I Am Her Journal | Color Create Studio",,draft
she-is-me-i-am-her-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,SHEISMEIAMHERJ-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
she-is-me-i-am-her-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,SHEISMEIAMHERJ-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
30-day-self-trust-journal,30-Day Self-Trust Journal,"<p>A guided self-trust journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, self-trust, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,30DAYSELFTRUST-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,30-Day Self-Trust Journal | Color Create Studio,,draft
30-day-self-trust-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,30DAYSELFTRUST-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
30-day-self-trust-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,30DAYSELFTRUST-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
30-day-manifestation-journal,30-Day Manifestation Journal,"<p>A guided manifestation journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, manifestation, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,30DAYMANIFESTA-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,30-Day Manifestation Journal | Color Create Studio,,draft
30-day-manifestation-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,30DAYMANIFESTA-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
30-day-manifestation-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,30DAYMANIFESTA-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
self-worth-journal,Self-Worth Journal,"<p>A guided self-worth journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, self-worth, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,SELFWORTHJOURN-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Self-Worth Journal | Color Create Studio,,draft
self-worth-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,SELFWORTHJOURN-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
self-worth-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,SELFWORTHJOURN-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
confidence-journal,Confidence Journal,"<p>A guided confidence journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, confidence, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,CONFIDENCEJOUR-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Confidence Journal | Color Create Studio,,draft
confidence-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,CONFIDENCEJOUR-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
confidence-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,CONFIDENCEJOUR-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
money-mindset-journal,Money Mindset Journal,"<p>A guided money mindset journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, money mindset, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,MONEYMINDSETJO-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Money Mindset Journal | Color Create Studio,,draft
money-mindset-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,MONEYMINDSETJO-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
money-mindset-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,MONEYMINDSETJO-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
boundary-era-journal,Boundary Era Journal,"<p>A guided boundaries journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, boundaries, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,BOUNDARYERAJOU-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Boundary Era Journal | Color Create Studio,,draft
boundary-era-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,BOUNDARYERAJOU-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
boundary-era-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,BOUNDARYERAJOU-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
main-character-money-journal,Main Character Money Journal,"<p>A guided money journal that turns daily pages into real change - prompts that push, space that frees.</p><p><em>A cover you're proud to display, prompts that sound like a coach, pages you fill in your own hand.</em></p>",Color Create Studio,,Handmade Physical Product,"journal, self-development, money, Journals & Workbooks, Handmade Physical Product",FALSE,Edition,Digital Download,,,,,MAINCHARACTERM-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Main Character Money Journal | Color Create Studio,,draft
main-character-money-journal,,,,,,,FALSE,Edition,Print + Ship,,,,,MAINCHARACTERM-02,350,,,continue,manual,28.00,,TRUE,TRUE,,,,,FALSE,,,draft
main-character-money-journal,,,,,,,FALSE,Edition,Premium Handmade,,,,,MAINCHARACTERM-03,450,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,,,draft
emergency-mindset-reset-pages,Emergency Mindset Reset Pages,"<p>A printable reset pack you can use again and again - instant download, lifetime use.</p>",Color Create Studio,,Digital Download,"journal, printable, reset, Journals & Workbooks, Digital Download",FALSE,Delivery,Digital Download,,,,,EMERGENCYMINDS-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Emergency Mindset Reset Pages | Color Create Studio,,draft
alter-ego-file-printable,Alter Ego File Printable,"<p>A printable alter ego pack you can use again and again - instant download, lifetime use.</p>",Color Create Studio,,Digital Download,"journal, printable, alter ego, Journals & Workbooks, Digital Download",FALSE,Delivery,Digital Download,,,,,ALTEREGOFILEPR-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Alter Ego File Printable | Color Create Studio,,draft
3-daily-wins-printable,3 Daily Wins Printable,"<p>A printable daily wins pack you can use again and again - instant download, lifetime use.</p>",Color Create Studio,,Digital Download,"journal, printable, daily wins, Journals & Workbooks, Digital Download",FALSE,Delivery,Digital Download,,,,,3DAILYWINSPRIN-01,0,,,continue,manual,7.00,,FALSE,TRUE,,,,,FALSE,3 Daily Wins Printable | Color Create Studio,,draft
weekly-self-care-reflection-pages,Weekly Self-Care Reflection Pages,"<p>A printable reflection pack you can use again and again - instant download, lifetime use.</p>",Color Create Studio,,Digital Download,"journal, printable, reflection, Journals & Workbooks, Digital Download",FALSE,Delivery,Digital Download,,,,,WEEKLYSELFCARE-01,0,,,continue,manual,9.00,,FALSE,TRUE,,,,,FALSE,Weekly Self-Care Reflection Pages | Color Create Studio,,draft
printable-journal-page-pack,Printable Journal Page Pack,"<p>A printable journal pack pack you can use again and again - instant download, lifetime use.</p>",Color Create Studio,,Digital Download,"journal, printable, journal pack, Journals & Workbooks, Digital Download",FALSE,Delivery,Digital Download,,,,,PRINTABLEJOURN-01,0,,,continue,manual,12.00,,FALSE,TRUE,,,,,FALSE,Printable Journal Page Pack | Color Create Studio,,draft
custom-guided-journal-design,Custom Guided Journal Design,"<p>A done-for-you custom guided journal - designed around your brand, voice, and method.</p>",Color Create Studio,,Custom Design Service,"journal, custom, guided journal, Journals & Workbooks, Custom Design Service",FALSE,Service,Custom Project,,,,,CUSTOMGUIDEDJO-01,0,,,continue,manual,425.00,,FALSE,TRUE,,,,,FALSE,Custom Guided Journal Design | Color Create Studio,,draft
custom-workbook-design,Custom Workbook Design,"<p>A done-for-you custom workbook - designed around your brand, voice, and method.</p>",Color Create Studio,,Custom Design Service,"journal, custom, workbook, Journals & Workbooks, Custom Design Service",FALSE,Service,Custom Project,,,,,CUSTOMWORKBOOK-01,0,,,continue,manual,450.00,,FALSE,TRUE,,,,,FALSE,Custom Workbook Design | Color Create Studio,,draft
custom-journal-template,Custom Journal Template,"<p>A done-for-you custom template - designed around your brand, voice, and method.</p>",Color Create Studio,,Custom Design Service,"journal, custom, template, Journals & Workbooks, Custom Design Service",FALSE,Service,Custom Project,,,,,CUSTOMJOURNALT-01,0,,,continue,manual,59.00,,FALSE,TRUE,,,,,FALSE,Custom Journal Template | Color Create Studio,,draft
custom-sticker-design,Custom Sticker Design,"<p>A custom sticker designed to your theme and printed how you want it - digital file, print-ready, or peel-and-stick shipped to you.</p><p><em>Colors that pop on any surface, a design people point out, a finish you can feel.</em></p>",Color Create Studio,,Custom Design Service,"sticker, custom sticker, custom, Stickers, Custom Design Service",FALSE,Delivery,Digital File,,,,,CUSTOMSTICKERD-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Sticker Design | Color Create Studio,,draft
custom-sticker-design,,,,,,,FALSE,Delivery,Print-Ready File,,,,,CUSTOMSTICKERD-02,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-sticker-design,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMSTICKERD-03,60,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-name-sticker-sheet,Custom Name Sticker Sheet,"<p>A name sticker designed to your theme and printed how you want it - digital file, print-ready, or peel-and-stick shipped to you.</p><p><em>Colors that pop on any surface, a design people point out, a finish you can feel.</em></p>",Color Create Studio,,Custom Design Service,"sticker, name sticker, custom, Stickers, Custom Design Service",FALSE,Delivery,Digital File,,,,,CUSTOMNAMESTIC-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Name Sticker Sheet | Color Create Studio,,draft
custom-name-sticker-sheet,,,,,,,FALSE,Delivery,Print-Ready File,,,,,CUSTOMNAMESTIC-02,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-name-sticker-sheet,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMNAMESTIC-03,60,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-party-sticker-labels,Custom Party Sticker Labels,"<p>A party sticker designed to your theme and printed how you want it - digital file, print-ready, or peel-and-stick shipped to you.</p><p><em>Colors that pop on any surface, a design people point out, a finish you can feel.</em></p>",Color Create Studio,,Custom Design Service,"sticker, party sticker, custom, Stickers, Custom Design Service",FALSE,Delivery,Digital File,,,,,CUSTOMPARTYSTI-01,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Party Sticker Labels | Color Create Studio,,draft
custom-party-sticker-labels,,,,,,,FALSE,Delivery,Print-Ready File,,,,,CUSTOMPARTYSTI-02,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-party-sticker-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMPARTYSTI-03,60,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-business-sticker-labels,Custom Business Sticker Labels,"<p>A business sticker designed to your theme and printed how you want it - digital file, print-ready, or peel-and-stick shipped to you.</p><p><em>Colors that pop on any surface, a design people point out, a finish you can feel.</em></p>",Color Create Studio,,Custom Design Service,"sticker, business sticker, custom, Stickers, Custom Design Service",FALSE,Delivery,Digital File,,,,,CUSTOMBUSINESS-01XXXXX,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Business Sticker Labels | Color Create Studio,,draft
custom-business-sticker-labels,,,,,,,FALSE,Delivery,Print-Ready File,,,,,CUSTOMBUSINESS-02XXXXX,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-business-sticker-labels,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMBUSINESS-03XXXX,60,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
custom-product-label-stickers,Custom Product Label Stickers,"<p>A product label designed to your theme and printed how you want it - digital file, print-ready, or peel-and-stick shipped to you.</p><p><em>Colors that pop on any surface, a design people point out, a finish you can feel.</em></p>",Color Create Studio,,Custom Design Service,"sticker, product label, custom, Stickers, Custom Design Service",FALSE,Delivery,Digital File,,,,,CUSTOMPRODUCTL-01X,0,,,continue,manual,14.00,,FALSE,TRUE,,,,,FALSE,Custom Product Label Stickers | Color Create Studio,,draft
custom-product-label-stickers,,,,,,,FALSE,Delivery,Print-Ready File,,,,,CUSTOMPRODUCTL-02X,0,,,continue,manual,22.00,,FALSE,TRUE,,,,,FALSE,,,draft
custom-product-label-stickers,,,,,,,FALSE,Delivery,Print + Ship,,,,,CUSTOMPRODUCTL-03X,60,,,continue,manual,34.00,,TRUE,TRUE,,,,,FALSE,,,draft
waterproof-vinyl-stickers,Waterproof Vinyl Stickers,"<p>A waterproof vinyl sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Print + Ship Product,"sticker, waterproof vinyl, Stickers, Print + Ship Product",FALSE,Type,Standard,,,,,WATERPROOFVINY-01,40,,,continue,manual,12.00,,TRUE,TRUE,,,,,FALSE,Waterproof Vinyl Stickers | Color Create Studio,,draft
holographic-sticker-sheet,Holographic Sticker Sheet,"<p>A holographic sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Print + Ship Product,"sticker, holographic, Stickers, Print + Ship Product",FALSE,Type,Standard,,,,,HOLOGRAPHICSTI-01,40,,,continue,manual,14.00,,TRUE,TRUE,,,,,FALSE,Holographic Sticker Sheet | Color Create Studio,,draft
mystery-sticker-pack,Mystery Sticker Pack,"<p>A mystery sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Print + Ship Product,"sticker, mystery, Stickers, Print + Ship Product",FALSE,Type,Standard,,,,,MYSTERYSTICKER-01,50,,,continue,manual,12.00,,TRUE,TRUE,,,,,FALSE,Mystery Sticker Pack | Color Create Studio,,draft
nova-lai-sticker-sheet,Nova Lai Sticker Sheet,"<p>A nova lai sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Print + Ship Product,"sticker, nova lai, Stickers, Print + Ship Product",FALSE,Type,Standard,,,,,NOVALAISTICKER-01,30,,,continue,manual,8.00,,TRUE,TRUE,,,,,FALSE,Nova Lai Sticker Sheet | Color Create Studio,,draft
zaza-dollz-sticker-sheet,ZaZa Dollz Sticker Sheet,"<p>A zaza dollz sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Print + Ship Product,"sticker, zaza dollz, Stickers, Print + Ship Product",FALSE,Type,Standard,,,,,ZAZADOLLZSTICK-01,30,,,continue,manual,9.00,,TRUE,TRUE,,,,,FALSE,ZaZa Dollz Sticker Sheet | Color Create Studio,,draft
printable-sticker-sheet,Printable Sticker Sheet,"<p>A printable sticker sheet built to stick, shine, and show off your style.</p>",Color Create Studio,,Digital Download,"sticker, printable, Stickers, Digital Download",FALSE,Type,Standard,,,,,PRINTABLESTICK-01,0,,,continue,manual,6.00,,FALSE,TRUE,,,,,FALSE,Printable Sticker Sheet | Color Create Studio,,draft
bundle-add-on-sticker-pack,Bundle Add-On Sticker Pack,<p>Add a coordinating sticker pack to any order at a bundle-friendly price.</p>,Color Create Studio,,Add-On,"sticker, add-on, bundle, Stickers, Add-On",FALSE,Add-On,Sticker Pack,,,,,BUNDLEADDONSTI-01,30,,,continue,manual,7.00,,TRUE,TRUE,,,,,FALSE,Bundle Add-On Sticker Pack | Color Create Studio,,draft
kids-creative-bundle,Kids Creative Bundle,"<p>The kids creative bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Nova Lai,,Bundle,"bundle, kids creative, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,KIDSCREATIVEBU-01,500,,,continue,manual,45.00,,TRUE,TRUE,,,,,FALSE,Kids Creative Bundle | Color Create Studio,,draft
nova-lai-birthday-bundle,Nova Lai Birthday Bundle,"<p>The nova lai birthday bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Nova Lai,,Bundle,"bundle, nova lai birthday, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,NOVALAIBIRTHDA-01,500,,,continue,manual,39.00,,TRUE,TRUE,,,,,FALSE,Nova Lai Birthday Bundle | Color Create Studio,,draft
nova-lai-screen-free-bundle,Nova Lai Screen-Free Activity Bundle,"<p>The screen-free bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Nova Lai,,Bundle,"bundle, screen-free, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,NOVALAISCREENF-01,500,,,continue,manual,35.00,,TRUE,TRUE,,,,,FALSE,Nova Lai Screen-Free Activity Bundle | Color Create Studio,,draft
nova-lai-story-activity-bundle,Nova Lai Story + Activity Bundle,"<p>The story + activity bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Nova Lai,,Bundle,"bundle, story + activity, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,NOVALAISTORYAC-01,500,,,continue,manual,42.00,,TRUE,TRUE,,,,,FALSE,Nova Lai Story + Activity Bundle | Color Create Studio,,draft
nova-lai-coloring-sticker-bundle,Nova Lai Coloring + Sticker Bundle,"<p>The coloring + sticker bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Nova Lai,,Bundle,"bundle, coloring + sticker, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,NOVALAICOLORIN-01,500,,,continue,manual,35.00,,TRUE,TRUE,,,,,FALSE,Nova Lai Coloring + Sticker Bundle | Color Create Studio,,draft
custom-party-bundle,Custom Party Bundle,"<p>The party bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, party, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,CUSTOMPARTYBUN-01,500,,,continue,manual,95.00,,TRUE,TRUE,,,,,FALSE,Custom Party Bundle | Color Create Studio,,draft
custom-event-design-bundle,Custom Event Design Bundle,"<p>The event bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, event, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,CUSTOMEVENTDES-01,500,,,continue,manual,120.00,,TRUE,TRUE,,,,,FALSE,Custom Event Design Bundle | Color Create Studio,,draft
custom-memorial-bundle,Custom Memorial Bundle,"<p>The memorial bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, memorial, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,CUSTOMMEMORIAL-01XXX,500,,,continue,manual,110.00,,TRUE,TRUE,,,,,FALSE,Custom Memorial Bundle | Color Create Studio,,draft
business-starter-design-bundle,Business Starter Design Bundle,"<p>The business starter bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, business starter, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,BUSINESSSTARTE-01,500,,,continue,manual,145.00,,TRUE,TRUE,,,,,FALSE,Business Starter Design Bundle | Color Create Studio,,draft
canva-template-bundle,Canva Template Bundle,"<p>The canva bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, canva, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,CANVATEMPLATEB-01,0,,,continue,manual,49.00,,FALSE,TRUE,,,,,FALSE,Canva Template Bundle | Color Create Studio,,draft
digital-printable-bundle,Digital Printable Bundle,"<p>The digital printable bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, digital printable, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,DIGITALPRINTAB-01X,0,,,continue,manual,39.00,,FALSE,TRUE,,,,,FALSE,Digital Printable Bundle | Color Create Studio,,draft
handmade-book-sticker-bundle,Handmade Book + Sticker Bundle,"<p>The book + sticker bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, book + sticker, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,HANDMADEBOOKST-01,500,,,continue,manual,55.00,,TRUE,TRUE,,,,,FALSE,Handmade Book + Sticker Bundle | Color Create Studio,,draft
mystery-creative-bundle,Mystery Creative Bundle,"<p>The mystery bundle - more value, one cohesive look, everything that goes together in a single offer.</p>",Color Create Studio,,Bundle,"bundle, mystery, Bundles, Bundle",FALSE,Bundle,Full Set,,,,,MYSTERYCREATIV-01,500,,,continue,manual,35.00,,TRUE,TRUE,,,,,FALSE,Mystery Creative Bundle | Color Create Studio,,draft
